sender,receiver,n_txns,total_amount,mean_amount,max_amount,n_laundering_txns,is_laundering_edge,lifespan_days,first_time,last_time
ACC000849,ACC000033,65,22579359.15,347374.76,5451000.0,0,0,29.373,2025-01-01 09:08:47,2025-01-30 18:06:22
ACC000636,ACC000168,10,30906.45,3090.64,15800.0,0,0,27.317,2025-01-01 09:08:48,2025-01-28 16:45:33
ACC000090,ACC000202,30,2621285.3,87376.18,428347.92,0,0,29.064,2025-01-01 09:09:30,2025-01-30 10:41:59
ACC001397,ACC000783,1,34600.0,34600.0,34600.0,0,0,0.0,2025-01-01 09:09:50,2025-01-01 09:09:50
ACC000714,ACC000224,1,1326802.7,1326802.7,1326802.7,0,0,0.0,2025-01-01 09:10:05,2025-01-01 09:10:05
ACC001290,ACC001155,6,19256.44,3209.41,4987.71,0,0,28.071,2025-01-01 09:11:25,2025-01-29 10:53:13
ACC000196,ACC001254,3,2402.41,800.8,2172.41,0,0,13.099,2025-01-01 09:12:02,2025-01-14 11:35:09
ACC000926,ACC001247,5,115959.8,23191.96,53146.08,0,0,25.721,2025-01-01 09:12:09,2025-01-27 02:30:50
ACC000970,ACC001364,11,27561.1,2505.55,6300.0,0,0,25.282,2025-01-01 09:12:33,2025-01-26 15:59:04
ACC000849,ACC001147,47,21725965.91,462254.59,5933000.0,0,0,29.476,2025-01-01 09:13:18,2025-01-30 20:38:04
ACC000548,ACC000239,5,15890.55,3178.11,6900.0,0,0,27.091,2025-01-01 09:13:51,2025-01-28 11:25:29
ACC001397,ACC001260,10,338348.38,33834.84,158000.0,0,0,29.096,2025-01-01 09:14:13,2025-01-30 11:33:03
ACC000849,ACC000942,59,22271725.87,377486.88,9924355.46,0,0,29.263,2025-01-01 09:14:18,2025-01-30 15:32:33
ACC000011,ACC001455,2,14349.2,7174.6,13485.95,0,0,24.974,2025-01-01 09:14:42,2025-01-26 08:36:40
ACC001206,ACC001123,10,140852.82,14085.28,65302.01,0,0,25.974,2025-01-01 09:14:54,2025-01-27 08:37:46
ACC001169,ACC000179,1,20088.89,20088.89,20088.89,0,0,0.0,2025-01-01 09:15:06,2025-01-01 09:15:06
ACC000042,ACC000927,4,5371.15,1342.79,2346.65,0,0,23.144,2025-01-01 09:15:15,2025-01-24 12:42:52
ACC000582,ACC001477,2,420.89,210.44,360.89,0,0,5.552,2025-01-01 09:16:00,2025-01-06 22:30:10
ACC000280,ACC001387,9,120361.34,13373.48,51822.38,0,0,28.303,2025-01-01 09:16:13,2025-01-29 16:32:07
ACC000508,ACC001299,2,3115.47,1557.74,2781.36,0,0,28.048,2025-01-01 09:16:33,2025-01-29 10:25:12
ACC000096,ACC000424,8,115664.89,14458.11,48538.86,0,0,27.496,2025-01-01 09:16:46,2025-01-28 21:10:43
ACC000861,ACC000564,25,14557610.74,582304.43,3550000.0,0,0,29.161,2025-01-01 09:17:36,2025-01-30 13:09:56
ACC000584,ACC000062,4,67346.23,16836.56,54934.76,0,0,12.172,2025-01-01 09:18:01,2025-01-13 13:25:31
ACC001098,ACC000117,10,27904.54,2790.45,9100.0,0,0,23.515,2025-01-01 09:18:14,2025-01-24 21:40:18
ACC000171,ACC001228,8,285230.82,35653.85,151866.89,0,0,20.033,2025-01-01 09:18:19,2025-01-21 10:05:55
ACC000168,ACC001206,6,16744.76,2790.79,4530.0,0,0,29.23,2025-01-01 09:18:32,2025-01-30 14:49:54
ACC000824,ACC000076,6,316038.88,52673.15,161804.12,0,0,26.608,2025-01-01 09:18:52,2025-01-27 23:54:08
ACC000704,ACC001298,12,2013502.13,167791.84,171000.0,0,0,29.612,2025-01-01 09:18:52,2025-01-30 23:59:59
ACC001023,ACC000794,8,2513987.09,314248.39,791933.94,0,0,26.255,2025-01-01 09:19:01,2025-01-27 15:25:53
ACC001233,ACC001389,4,110051.72,27512.93,56823.38,0,0,9.094,2025-01-01 09:19:10,2025-01-10 11:34:24
ACC000604,ACC001486,27,13310508.71,492981.8,2789000.0,0,0,29.153,2025-01-01 09:19:50,2025-01-30 13:00:00
ACC001300,ACC000333,8,2071596.74,258949.59,1146384.21,0,0,29.16,2025-01-01 09:20:04,2025-01-30 13:10:17
ACC001395,ACC000036,27,26139677.04,968136.19,9057000.0,0,0,29.243,2025-01-01 09:21:27,2025-01-30 15:12:01
ACC000865,ACC000183,1,8741.79,8741.79,8741.79,0,0,0.0,2025-01-01 09:21:39,2025-01-01 09:21:39
ACC000714,ACC000919,6,1725314.15,287552.36,569000.0,0,0,26.084,2025-01-01 09:22:00,2025-01-27 11:22:43
ACC001148,ACC001021,17,11427440.2,672202.36,4194092.26,0,0,28.136,2025-01-01 09:22:54,2025-01-29 12:39:26
ACC000873,ACC001366,13,14906284.69,1146637.28,3566000.0,0,0,27.05,2025-01-01 09:22:57,2025-01-28 10:34:39
ACC000607,ACC000269,14,120387.65,8599.12,55468.76,0,0,28.696,2025-01-01 09:23:07,2025-01-30 02:05:34
ACC001148,ACC000995,13,7130685.14,548514.24,3005000.0,0,0,29.398,2025-01-01 09:23:21,2025-01-30 18:56:33
ACC001012,ACC001021,6,253610.83,42268.47,82297.22,0,0,24.262,2025-01-01 09:24:03,2025-01-25 15:40:58
ACC000794,ACC001397,2,28826.85,14413.42,21200.0,0,0,5.121,2025-01-01 09:24:04,2025-01-06 12:18:10
ACC000597,ACC000671,12,1656162.31,138013.53,140950.92,0,0,29.608,2025-01-01 09:24:30,2025-01-30 23:59:59
ACC000384,ACC000297,6,2685.32,447.55,744.6,0,0,19.112,2025-01-01 09:24:33,2025-01-20 12:06:27
ACC000323,ACC000151,8,362341.43,45292.68,179000.0,0,0,29.29,2025-01-01 09:25:12,2025-01-30 16:23:22
ACC000958,ACC000108,13,13876183.13,1067398.7,5509000.0,0,0,26.319,2025-01-01 09:25:12,2025-01-27 17:05:15
ACC000391,ACC001290,1,840000.0,840000.0,840000.0,0,0,0.0,2025-01-01 09:25:27,2025-01-01 09:25:27
ACC000673,ACC001098,13,9421470.18,724728.48,2485000.0,0,0,29.369,2025-01-01 09:25:47,2025-01-30 18:16:37
ACC000329,ACC000847,1,111000.0,111000.0,111000.0,0,0,0.0,2025-01-01 09:26:02,2025-01-01 09:26:02
ACC001058,ACC001369,1,1370.0,1370.0,1370.0,0,0,0.0,2025-01-01 09:26:20,2025-01-01 09:26:20
ACC000424,ACC000882,29,14838098.76,511658.58,4640000.0,0,0,28.122,2025-01-01 09:26:45,2025-01-29 12:21:55
ACC000810,ACC001313,1,1656.83,1656.83,1656.83,0,0,0.0,2025-01-01 09:26:50,2025-01-01 09:26:50
ACC000085,ACC000523,1,6640.22,6640.22,6640.22,0,0,0.0,2025-01-01 09:27:36,2025-01-01 09:27:36
ACC001153,ACC000333,9,1719636.47,191070.72,1166680.97,0,0,27.903,2025-01-01 09:27:37,2025-01-29 07:07:14
ACC000958,ACC000164,13,5892745.63,453288.13,1537000.0,0,0,29.379,2025-01-01 09:28:30,2025-01-30 18:33:53
ACC001043,ACC000339,1,65.05,65.05,65.05,0,0,0.0,2025-01-01 09:29:11,2025-01-01 09:29:11
ACC000699,ACC001153,1,4800.0,4800.0,4800.0,0,0,0.0,2025-01-01 09:29:55,2025-01-01 09:29:55
ACC001466,ACC000391,20,135181.81,6759.09,27482.9,0,0,27.296,2025-01-01 09:31:04,2025-01-28 16:36:56
ACC001230,ACC000164,1,3707.95,3707.95,3707.95,0,0,0.0,2025-01-01 09:32:23,2025-01-01 09:32:23
ACC000075,ACC000042,1,1424000.0,1424000.0,1424000.0,0,0,0.0,2025-01-01 09:32:32,2025-01-01 09:32:32
ACC000480,ACC000132,1,780.0,780.0,780.0,0,0,0.0,2025-01-01 09:32:45,2025-01-01 09:32:45
ACC001357,ACC001278,8,23752.15,2969.02,9032.0,0,0,25.253,2025-01-01 09:33:21,2025-01-26 15:37:36
ACC000810,ACC001276,11,17693.93,1608.54,3700.88,0,0,24.188,2025-01-01 09:33:37,2025-01-25 14:03:58
ACC001002,ACC001079,6,614430.2,102405.03,104000.0,0,0,29.601,2025-01-01 09:34:23,2025-01-30 23:59:59
ACC000436,ACC000673,3,6581.83,2193.94,4256.09,0,0,27.079,2025-01-01 09:34:54,2025-01-28 11:29:01
ACC001153,ACC000291,13,32647763.99,2511366.46,23124000.0,0,0,29.281,2025-01-01 09:35:10,2025-01-30 16:19:12
ACC000283,ACC000436,4,250710.71,62677.68,121000.0,0,0,14.981,2025-01-01 09:35:21,2025-01-16 09:08:37
ACC000999,ACC000760,105,27924654.94,265949.09,5454658.12,0,0,29.358,2025-01-01 09:37:08,2025-01-30 18:12:15
ACC001038,ACC000042,3,10939.51,3646.5,4820.0,0,0,26.201,2025-01-01 09:37:30,2025-01-27 14:27:03
ACC001448,ACC000569,9,72194.73,8021.64,19200.0,0,0,29.414,2025-01-01 09:38:37,2025-01-30 19:34:13
ACC000082,ACC001208,20,14402010.71,720100.54,7065654.07,0,0,28.953,2025-01-01 09:39:44,2025-01-30 08:31:29
ACC000699,ACC000219,11,32473.45,2952.13,6800.0,0,0,23.031,2025-01-01 09:39:52,2025-01-24 10:25:05
ACC000230,ACC001106,1,18663.27,18663.27,18663.27,0,0,0.0,2025-01-01 09:39:53,2025-01-01 09:39:53
ACC000699,ACC001320,10,42009.55,4200.96,12666.29,0,0,29.119,2025-01-01 09:40:10,2025-01-30 12:31:55
ACC000068,ACC001081,1,11765.59,11765.59,11765.59,0,0,0.0,2025-01-01 09:40:11,2025-01-01 09:40:11
ACC000999,ACC000587,94,13316972.6,141669.92,2251000.0,0,0,29.225,2025-01-01 09:40:52,2025-01-30 15:04:56
ACC000188,ACC000027,5,229649.32,45929.86,120815.93,0,0,23.233,2025-01-01 09:41:33,2025-01-24 15:16:48
ACC000349,ACC000719,9,29731.64,3303.52,8889.27,0,0,19.34,2025-01-01 09:42:47,2025-01-20 17:52:47
ACC000895,ACC000332,3,5090.09,1696.7,2900.0,0,0,28.1,2025-01-01 09:43:13,2025-01-29 12:06:56
ACC000004,ACC001079,1,1170.0,1170.0,1170.0,0,0,0.0,2025-01-01 09:43:15,2025-01-01 09:43:15
ACC000333,ACC001249,1,1294.92,1294.92,1294.92,0,0,0.0,2025-01-01 09:43:59,2025-01-01 09:43:59
ACC000359,ACC000183,1,4849.83,4849.83,4849.83,0,0,0.0,2025-01-01 09:44:28,2025-01-01 09:44:28
ACC000249,ACC000774,15,5220944.05,348062.94,1393000.0,0,0,29.51,2025-01-01 09:44:57,2025-01-30 21:59:30
ACC000409,ACC000108,1,40373.66,40373.66,40373.66,0,0,0.0,2025-01-01 09:44:58,2025-01-01 09:44:58
ACC000539,ACC001466,31,69449.17,2240.3,13100.0,0,0,29.051,2025-01-01 09:45:33,2025-01-30 10:59:29
ACC000164,ACC000601,4,7855.76,1963.94,3870.0,0,0,29.168,2025-01-01 09:46:04,2025-01-30 13:47:21
ACC001448,ACC001470,1,39269.6,39269.6,39269.6,0,0,0.0,2025-01-01 09:47:44,2025-01-01 09:47:44
ACC000280,ACC000179,1,6400.0,6400.0,6400.0,0,0,0.0,2025-01-01 09:48:36,2025-01-01 09:48:36
ACC000145,ACC001155,12,9592308.0,799359.0,6674000.0,0,0,28.29,2025-01-01 09:48:56,2025-01-29 16:46:15
ACC000383,ACC001253,2,5340.0,2670.0,3040.0,0,0,16.399,2025-01-01 09:49:54,2025-01-17 19:24:37
ACC000760,ACC001453,4,15491.18,3872.8,5981.98,0,0,22.338,2025-01-01 09:50:26,2025-01-23 17:57:25
ACC001012,ACC000114,7,332401.84,47485.98,174157.74,0,0,26.988,2025-01-01 09:50:44,2025-01-28 09:33:02
ACC000075,ACC000757,10,4173276.47,417327.65,1208724.75,0,0,29.145,2025-01-01 09:51:46,2025-01-30 13:20:17
ACC000090,ACC000114,24,3620600.29,150858.35,1343000.0,0,0,29.145,2025-01-01 09:52:35,2025-01-30 13:21:22
ACC000701,ACC000958,4,984798.42,246199.6,510619.84,0,0,19.455,2025-01-01 09:53:05,2025-01-20 20:48:39
ACC001482,ACC000533,6,70964.62,11827.44,25432.6,0,0,27.551,2025-01-01 09:53:14,2025-01-28 23:07:18
ACC000782,ACC000239,7,1032053.03,147436.15,606000.0,0,0,26.07,2025-01-01 09:53:56,2025-01-27 11:35:17
ACC000738,ACC000370,1,1141.6,1141.6,1141.6,0,0,0.0,2025-01-01 09:53:59,2025-01-01 09:53:59
ACC000230,ACC000840,17,599416.12,35259.77,214019.82,0,0,25.389,2025-01-01 09:54:30,2025-01-26 19:14:19
ACC000436,ACC000502,21,30546.01,1454.57,5735.38,0,0,29.189,2025-01-01 09:54:31,2025-01-30 14:26:27
ACC001154,ACC001273,1,29933.14,29933.14,29933.14,0,0,0.0,2025-01-01 09:54:39,2025-01-01 09:54:39
ACC000590,ACC000597,3,4742.0,1580.67,2282.0,0,0,28.926,2025-01-01 09:54:46,2025-01-30 08:08:02
ACC001140,ACC001081,1,2480.0,2480.0,2480.0,0,0,0.0,2025-01-01 09:55:23,2025-01-01 09:55:23
ACC001418,ACC001320,1,2290.0,2290.0,2290.0,0,0,0.0,2025-01-01 09:55:44,2025-01-01 09:55:44
ACC001268,ACC000185,14,8877180.14,634084.3,2230535.27,0,0,25.284,2025-01-01 09:55:45,2025-01-26 16:45:25
ACC000848,ACC000732,5,5892.64,1178.53,1740.0,0,0,23.169,2025-01-01 09:56:49,2025-01-24 14:00:44
ACC001395,ACC000148,18,13663627.62,759090.42,4119506.11,0,0,26.057,2025-01-01 09:56:58,2025-01-27 11:19:43
ACC000342,ACC000436,17,321484.73,18910.87,135108.18,0,0,29.006,2025-01-01 09:57:22,2025-01-30 10:06:08
ACC000078,ACC000035,17,3958453.92,232850.23,767207.35,0,0,29.359,2025-01-01 09:57:25,2025-01-30 18:35:05
ACC000864,ACC000837,7,466177.8,66596.83,157524.41,0,0,20.069,2025-01-01 09:57:38,2025-01-21 11:37:18
ACC000323,ACC000033,1,10761.49,10761.49,10761.49,0,0,0.0,2025-01-01 09:57:56,2025-01-01 09:57:56
ACC001286,ACC001454,20,11042.12,552.11,3410.0,0,0,27.384,2025-01-01 09:58:28,2025-01-28 19:11:40
ACC000078,ACC000061,1,2161945.73,2161945.73,2161945.73,0,0,0.0,2025-01-01 09:58:47,2025-01-01 09:58:47
ACC000995,ACC000712,1,9000.0,9000.0,9000.0,0,0,0.0,2025-01-01 09:58:50,2025-01-01 09:58:50
ACC001185,ACC000036,8,39635.27,4954.41,7500.0,0,0,24.27,2025-01-01 09:59:11,2025-01-25 16:28:22
ACC000789,ACC000697,3,29786.15,9928.72,15789.93,0,0,16.048,2025-01-01 09:59:32,2025-01-17 11:08:18
ACC000955,ACC000492,1,3118.53,3118.53,3118.53,0,0,0.0,2025-01-01 10:00:19,2025-01-01 10:00:19
ACC000848,ACC000384,2,3736.37,1868.18,2360.26,0,0,6.31,2025-01-01 10:01:47,2025-01-07 17:28:42
ACC001155,ACC000291,37,224637.53,6071.28,44605.51,0,0,27.163,2025-01-01 10:02:31,2025-01-28 13:57:10
ACC000575,ACC001209,4,23249.24,5812.31,11308.82,0,0,28.005,2025-01-01 10:03:07,2025-01-29 10:10:05
ACC000036,ACC000042,14,8065.4,576.1,3039.26,0,0,26.094,2025-01-01 10:03:28,2025-01-27 12:18:29
ACC001140,ACC000147,1,2376.29,2376.29,2376.29,0,0,0.0,2025-01-01 10:03:43,2025-01-01 10:03:43
ACC000085,ACC001178,5,896403.42,179280.68,845172.33,0,0,29.0,2025-01-01 10:04:14,2025-01-30 10:04:07
ACC000399,ACC000712,1,374584.98,374584.98,374584.98,0,0,0.0,2025-01-01 10:05:07,2025-01-01 10:05:07
ACC001079,ACC001387,1,1109.1,1109.1,1109.1,0,0,0.0,2025-01-01 10:05:12,2025-01-01 10:05:12
ACC000338,ACC001470,1,169540.69,169540.69,169540.69,0,0,0.0,2025-01-01 10:06:31,2025-01-01 10:06:31
ACC000021,ACC000158,1,87000.0,87000.0,87000.0,0,0,0.0,2025-01-01 10:06:35,2025-01-01 10:06:35
ACC000151,ACC001470,13,7399.97,569.23,2308.56,0,0,26.342,2025-01-01 10:06:40,2025-01-27 18:19:10
ACC000280,ACC001466,14,473775.63,33841.12,139000.0,0,0,28.272,2025-01-01 10:07:26,2025-01-29 16:39:25
ACC000344,ACC001497,1,29200.0,29200.0,29200.0,0,0,0.0,2025-01-01 10:07:39,2025-01-01 10:07:39
ACC000027,ACC000471,8,56673.86,7084.23,18036.37,0,0,27.022,2025-01-01 10:09:07,2025-01-28 10:41:06
ACC001038,ACC001426,16,113309.83,7081.86,16421.56,0,0,28.341,2025-01-01 10:09:11,2025-01-29 18:19:43
ACC000430,ACC000793,6,101205.2,16867.53,38826.73,0,0,22.078,2025-01-01 10:09:28,2025-01-23 12:01:21
ACC000648,ACC000168,2,18950.0,9475.0,14200.0,0,0,28.484,2025-01-01 10:09:31,2025-01-29 21:46:55
ACC000165,ACC000494,13,11408816.16,877601.24,4474428.41,0,0,29.015,2025-01-01 10:10:39,2025-01-30 10:32:05
ACC000494,ACC000014,31,141183.4,4554.3,29100.0,0,0,29.234,2025-01-01 10:11:18,2025-01-30 15:48:31
ACC000325,ACC000500,7,124613.43,17801.92,38976.57,0,0,17.219,2025-01-01 10:12:23,2025-01-18 15:27:27
ACC000016,ACC001193,10,42348.31,4234.83,7089.94,0,0,27.289,2025-01-01 10:12:58,2025-01-28 17:09:27
ACC001021,ACC001024,1,3307.56,3307.56,3307.56,0,0,0.0,2025-01-01 10:13:05,2025-01-01 10:13:05
ACC001448,ACC000500,1,5400.0,5400.0,5400.0,0,0,0.0,2025-01-01 10:13:46,2025-01-01 10:13:46
ACC000673,ACC000346,16,34815075.21,2175942.2,27559429.27,0,0,29.338,2025-01-01 10:14:16,2025-01-30 18:21:06
ACC000500,ACC001127,1,890.0,890.0,890.0,0,0,0.0,2025-01-01 10:14:47,2025-01-01 10:14:47
ACC001397,ACC001106,5,100023.91,20004.78,47700.0,0,0,22.145,2025-01-01 10:14:58,2025-01-23 13:43:05
ACC000050,ACC001421,3,13745.35,4581.78,6605.73,0,0,18.355,2025-01-01 10:15:11,2025-01-19 18:45:59
ACC000612,ACC001021,2,3505.43,1752.72,2190.0,0,0,27.63,2025-01-01 10:15:36,2025-01-29 01:22:11
ACC000246,ACC000108,2,2723000.0,1361500.0,2540000.0,0,0,16.986,2025-01-01 10:15:37,2025-01-18 09:55:05
ACC000458,ACC000963,3,5676.78,1892.26,2326.78,0,0,12.173,2025-01-01 10:15:47,2025-01-13 14:24:17
ACC000441,ACC001123,5,112710.22,22542.04,47400.0,0,0,28.274,2025-01-01 10:15:50,2025-01-29 16:50:50
ACC001134,ACC000500,7,142591.03,20370.15,38300.0,0,0,26.942,2025-01-01 10:16:03,2025-01-28 08:52:35
ACC000044,ACC000146,7,1934780.66,276397.24,1146226.88,0,0,28.996,2025-01-01 10:16:24,2025-01-30 10:11:03
ACC000333,ACC001208,23,140284.85,6099.34,18500.0,0,0,29.323,2025-01-01 10:16:36,2025-01-30 18:01:15
ACC001205,ACC001151,1,790.0,790.0,790.0,0,0,0.0,2025-01-01 10:16:45,2025-01-01 10:16:45
ACC000659,ACC000951,2,91242.55,45621.28,90000.0,0,0,19.184,2025-01-01 10:17:25,2025-01-20 14:42:16
ACC000424,ACC000718,24,4718456.57,196602.36,786000.0,0,0,28.174,2025-01-01 10:17:27,2025-01-29 14:27:27
ACC001217,ACC001197,3,6074.19,2024.73,2758.32,0,0,24.048,2025-01-01 10:18:27,2025-01-25 11:28:02
ACC000280,ACC001432,9,196290.18,21810.02,45800.0,0,0,28.939,2025-01-01 10:18:44,2025-01-30 08:50:16
ACC000967,ACC000258,7,127641.86,18234.55,48100.0,0,0,25.178,2025-01-01 10:19:50,2025-01-26 14:36:21
ACC000999,ACC000987,91,22325548.14,245335.69,6216000.0,0,0,29.343,2025-01-01 10:20:03,2025-01-30 18:33:16
ACC000645,ACC001241,3,27521.04,9173.68,22906.75,0,0,17.212,2025-01-01 10:20:30,2025-01-18 15:25:04
ACC001241,ACC000013,1,2250.0,2250.0,2250.0,0,0,0.0,2025-01-01 10:20:58,2025-01-01 10:20:58
ACC001039,ACC000426,7,44436.53,6348.08,19073.38,0,0,25.001,2025-01-01 10:21:30,2025-01-26 10:22:59
ACC001033,ACC000746,1,730.0,730.0,730.0,0,0,0.0,2025-01-01 10:21:57,2025-01-01 10:21:57
ACC000046,ACC001339,1,10100.0,10100.0,10100.0,0,0,0.0,2025-01-01 10:22:19,2025-01-01 10:22:19
ACC000433,ACC000148,3,115589.24,38529.75,65297.48,0,0,16.326,2025-01-01 10:22:28,2025-01-17 18:11:20
ACC000397,ACC000716,8,62796.26,7849.53,26748.05,0,0,29.217,2025-01-01 10:22:29,2025-01-30 15:34:37
ACC001261,ACC001354,8,13534.02,1691.75,5300.0,0,0,27.695,2025-01-01 10:22:52,2025-01-29 03:03:15
ACC000533,ACC001274,14,527626.08,37687.58,117264.2,0,0,29.023,2025-01-01 10:23:38,2025-01-30 10:57:06
ACC000710,ACC000156,1,2947.35,2947.35,2947.35,0,0,0.0,2025-01-01 10:23:49,2025-01-01 10:23:49
ACC001354,ACC001202,24,12282122.58,511755.11,2763952.12,0,0,29.116,2025-01-01 10:24:14,2025-01-30 13:11:30
ACC000627,ACC000892,3,11817.1,3939.03,7710.18,0,0,27.57,2025-01-01 10:26:33,2025-01-29 00:07:00
ACC000533,ACC001226,1,36482.99,36482.99,36482.99,0,0,0.0,2025-01-01 10:26:55,2025-01-01 10:26:55
ACC001404,ACC000430,1,3340.0,3340.0,3340.0,0,0,0.0,2025-01-01 10:28:16,2025-01-01 10:28:16
ACC000925,ACC001395,2,3343.44,1671.72,3040.0,0,0,12.332,2025-01-01 10:28:23,2025-01-13 18:27:02
ACC000226,ACC001241,1,1688.28,1688.28,1688.28,0,0,0.0,2025-01-01 10:28:46,2025-01-01 10:28:46
ACC001197,ACC000187,13,7351240.67,565480.05,3588675.9,0,0,29.0,2025-01-01 10:29:11,2025-01-30 10:29:03
ACC000014,ACC000648,7,382310.4,54615.77,327030.4,0,0,18.663,2025-01-01 10:29:16,2025-01-20 02:23:47
ACC000877,ACC001098,3,18794.17,6264.72,15494.17,0,0,19.203,2025-01-01 10:29:40,2025-01-20 15:21:23
ACC000695,ACC000367,12,232302.17,19358.51,112000.0,0,0,22.942,2025-01-01 10:29:43,2025-01-24 09:06:03
ACC000291,ACC001440,7,4164.21,594.89,1181.47,0,0,28.942,2025-01-01 10:29:52,2025-01-30 09:05:38
ACC000110,ACC000365,1,485.33,485.33,485.33,0,0,0.0,2025-01-01 10:29:57,2025-01-01 10:29:57
ACC001409,ACC001109,1,23388.32,23388.32,23388.32,0,0,0.0,2025-01-01 10:30:59,2025-01-01 10:30:59
ACC000539,ACC000384,1,680.0,680.0,680.0,0,0,0.0,2025-01-01 10:31:36,2025-01-01 10:31:36
ACC000165,ACC000637,1,334680.42,334680.42,334680.42,0,0,0.0,2025-01-01 10:31:40,2025-01-01 10:31:40
ACC001038,ACC000673,16,157697.33,9856.08,32500.0,0,0,27.275,2025-01-01 10:32:23,2025-01-28 17:07:52
ACC001153,ACC000269,10,4453209.91,445320.99,1390843.05,0,0,26.943,2025-01-01 10:32:23,2025-01-28 09:10:03
ACC001194,ACC000249,2,4525.74,2262.87,2458.97,0,0,28.053,2025-01-01 10:33:04,2025-01-29 11:49:54
ACC001152,ACC001424,3,88750.06,29583.35,47802.25,0,0,18.925,2025-01-01 10:33:08,2025-01-20 08:45:43
ACC000436,ACC000636,20,23647.35,1182.37,4906.44,0,0,29.27,2025-01-01 10:33:21,2025-01-30 17:01:49
ACC001397,ACC000339,16,565644.04,35352.75,201845.37,0,0,27.349,2025-01-01 10:33:58,2025-01-28 18:56:58
ACC001395,ACC000991,22,18583086.02,844685.73,4067115.8,0,0,27.254,2025-01-01 10:34:02,2025-01-28 16:39:31
ACC000935,ACC000108,2,56200.0,28100.0,30800.0,0,0,16.584,2025-01-01 10:34:43,2025-01-18 00:35:15
ACC000546,ACC000436,8,78125.36,9765.67,31994.09,0,0,15.767,2025-01-01 10:34:44,2025-01-17 04:58:39
ACC000377,ACC001178,1,5200.0,5200.0,5200.0,0,0,0.0,2025-01-01 10:34:52,2025-01-01 10:34:52
ACC000906,ACC000500,1,14300.0,14300.0,14300.0,0,0,0.0,2025-01-01 10:35:01,2025-01-01 10:35:01
ACC001153,ACC000090,12,5253393.76,437782.81,2116960.58,0,0,21.295,2025-01-01 10:35:03,2025-01-22 17:39:12
ACC001259,ACC001320,4,2709789.56,677447.39,1681000.0,0,0,25.12,2025-01-01 10:35:14,2025-01-26 13:27:21
ACC000090,ACC000291,1,13700.63,13700.63,13700.63,0,0,0.0,2025-01-01 10:35:26,2025-01-01 10:35:26
ACC000067,ACC000793,54,46598316.96,862931.8,6469000.0,0,0,28.396,2025-01-01 10:35:33,2025-01-29 20:06:02
ACC000766,ACC001123,30,46580877.29,1552695.91,12336765.87,0,0,29.131,2025-01-01 10:36:00,2025-01-30 13:44:12
ACC000722,ACC000181,13,80482.34,6190.95,13400.0,0,0,24.313,2025-01-01 10:36:10,2025-01-25 18:07:24
ACC000924,ACC000226,1,1900.0,1900.0,1900.0,0,0,0.0,2025-01-01 10:36:25,2025-01-01 10:36:25
ACC001228,ACC000158,2,659499.8,329749.9,559647.26,0,0,0.212,2025-01-01 10:36:54,2025-01-01 15:41:54
ACC000249,ACC001477,20,12222689.66,611134.48,4646864.65,0,0,25.988,2025-01-01 10:37:01,2025-01-27 10:19:24
ACC001186,ACC000322,3,65467.86,21822.62,56305.57,0,0,17.863,2025-01-01 10:37:57,2025-01-19 07:21:05
ACC000469,ACC000760,3,72414.35,24138.12,31314.35,0,0,10.261,2025-01-01 10:38:32,2025-01-11 16:54:22
ACC001083,ACC000016,22,32094597.27,1458845.33,14323958.22,0,0,25.062,2025-01-01 10:39:41,2025-01-26 12:09:31
ACC001023,ACC001260,9,6077095.77,675232.86,3036000.0,0,0,27.192,2025-01-01 10:39:46,2025-01-28 15:16:13
ACC000370,ACC001148,3,1033981.79,344660.6,678981.79,0,0,21.238,2025-01-01 10:39:55,2025-01-22 16:23:16
ACC000762,ACC001079,9,61802.21,6866.91,22900.0,0,0,29.224,2025-01-01 10:39:59,2025-01-30 16:03:11
ACC001039,ACC000411,4,19783.44,4945.86,16800.0,0,0,21.459,2025-01-01 10:40:17,2025-01-22 21:41:30
ACC000082,ACC001276,2,2270339.14,1135169.57,1685000.0,0,0,27.009,2025-01-01 10:41:07,2025-01-28 10:53:23
ACC001240,ACC000033,1,1649.47,1649.47,1649.47,0,0,0.0,2025-01-01 10:41:29,2025-01-01 10:41:29
ACC000406,ACC000714,1,438.92,438.92,438.92,0,0,0.0,2025-01-01 10:42:12,2025-01-01 10:42:12
ACC000053,ACC000118,6,93721.19,15620.2,33099.21,0,0,20.261,2025-01-01 10:42:26,2025-01-21 16:58:30
ACC000188,ACC000326,1,63000.0,63000.0,63000.0,0,0,0.0,2025-01-01 10:42:29,2025-01-01 10:42:29
ACC001228,ACC001300,1,763000.0,763000.0,763000.0,0,0,0.0,2025-01-01 10:42:30,2025-01-01 10:42:30
ACC001209,ACC000407,1,16379.63,16379.63,16379.63,0,0,0.0,2025-01-01 10:42:38,2025-01-01 10:42:38
ACC000817,ACC001486,7,137609.27,19658.47,67345.91,0,0,28.034,2025-01-01 10:42:59,2025-01-29 11:32:32
ACC000364,ACC001290,4,8629.98,2157.5,4028.54,0,0,28.448,2025-01-01 10:43:08,2025-01-29 21:28:39
ACC001354,ACC000714,29,20536837.93,708166.83,5309313.05,0,0,28.222,2025-01-01 10:43:09,2025-01-29 16:02:46
